                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     62,                 1.2223,                0.83434,                0.91769,                0.51216,                0.38996,                0.40157,                0.24155,                 1.1969,                0.84624,                0.90673,                0.00703,                0.00703,                0.00703
                     63,                 1.2231,                0.83136,                 0.9174,                0.50076,                0.39511,                0.40279,                0.24299,                 1.1954,                0.84716,                0.90544,              0.0069805,              0.0069805,              0.0069805
                     64,                 1.2205,                 0.8263,                0.91559,                0.50835,                0.38859,                0.40188,                0.24321,                 1.1976,                0.84646,                  0.906,               0.006931,               0.006931,               0.006931
                     65,                 1.2204,                0.82395,                0.91667,                0.51356,                0.39159,                0.40452,                0.24401,                 1.1971,                0.84535,                0.90608,              0.0068815,              0.0068815,              0.0068815
                     66,                 1.2163,                0.82302,                0.91661,                0.50642,                0.39606,                0.40671,                0.24503,                 1.1914,                0.84217,                0.90426,               0.006832,               0.006832,               0.006832
                     67,                 1.2092,                0.81429,                0.91407,                  0.512,                0.39034,                0.40516,                0.24524,                 1.1905,                0.84309,                0.90441,              0.0067825,              0.0067825,              0.0067825
                     68,                  1.216,                0.81759,                0.91314,                0.50826,                0.39256,                0.40483,                0.24372,                 1.1934,                0.84586,                0.90454,               0.006733,               0.006733,               0.006733
                     69,                  1.208,                  0.816,                0.91504,                0.51048,                0.39566,                0.40909,                0.24744,                 1.1883,                0.84096,                 0.9034,              0.0066835,              0.0066835,              0.0066835
                     70,                 1.2089,                0.81219,                0.91166,                0.51478,                0.39704,                0.40777,                0.24565,                 1.1878,                0.84047,                0.90329,               0.006634,               0.006634,               0.006634
                     71,                 1.2084,                0.80648,                0.91296,                0.50357,                0.39983,                0.40938,                0.24725,                 1.1893,                0.83742,                0.90404,              0.0065845,              0.0065845,              0.0065845
                     72,                 1.2094,                0.81117,                0.91046,                0.50634,                0.39757,                0.40896,                 0.2473,                 1.1905,                0.83715,                0.90376,               0.006535,               0.006535,               0.006535
                     73,                 1.1974,                0.79806,                0.91217,                0.52806,                0.39711,                0.41204,                0.24855,                 1.1868,                0.83495,                0.90316,              0.0064855,              0.0064855,              0.0064855
                     74,                 1.1979,                0.80121,                0.91054,                0.51285,                 0.3965,                0.41085,                0.24789,                 1.1875,                 0.8362,                0.90336,               0.006436,               0.006436,               0.006436
                     75,                 1.1938,                0.79518,                0.90894,                0.50923,                0.40551,                0.41269,                0.25023,                 1.1854,                0.83163,                 0.9022,              0.0063865,              0.0063865,              0.0063865
                     76,                 1.1905,                0.78754,                0.91121,                0.51077,                0.40424,                0.41206,                0.24847,                 1.1878,                0.83347,                0.90297,               0.006337,               0.006337,               0.006337
                     77,                 1.1959,                0.79233,                0.90855,                0.51292,                0.40154,                0.41061,                0.24885,                 1.1836,                0.83293,                0.90173,              0.0062875,              0.0062875,              0.0062875
                     78,                 1.1893,                0.78904,                0.90817,                 0.5162,                0.39744,                0.41076,                0.24732,                   1.18,                0.83402,                0.90088,               0.006238,               0.006238,               0.006238
                     79,                 1.1865,                0.78617,                0.90657,                0.52729,                 0.3955,                0.41278,                0.24894,                 1.1821,                0.83116,                0.90122,              0.0061885,              0.0061885,              0.0061885
                     80,                 1.1889,                0.78497,                 0.9077,                0.52741,                0.39584,                0.41062,                0.24819,                 1.1824,                0.82915,                0.90155,               0.006139,               0.006139,               0.006139
                     81,                 1.1813,                 0.7763,                0.90661,                0.51502,                0.39992,                0.41137,                0.24894,                 1.1818,                0.82947,                0.90134,              0.0060895,              0.0060895,              0.0060895
                     82,                 1.1837,                0.77828,                0.90721,                 0.5035,                0.40551,                0.41135,                0.24921,                 1.1792,                0.83051,                0.90075,                0.00604,                0.00604,                0.00604
                     83,                 1.1788,                 0.7746,                0.90666,                0.50513,                0.41081,                0.41272,                0.24903,                 1.1815,                0.82923,                0.90152,              0.0059905,              0.0059905,              0.0059905
                     84,                 1.1844,                0.77651,                 0.9036,                0.51742,                0.40559,                0.41435,                0.24972,                 1.1793,                0.82724,                 0.9015,               0.005941,               0.005941,               0.005941
                     85,                  1.173,                 0.7635,                0.90461,                0.50966,                0.40591,                0.41389,                 0.2501,                 1.1807,                0.82612,                0.90177,              0.0058915,              0.0058915,              0.0058915
                     86,                 1.1719,                0.76575,                0.90436,                0.51605,                0.40483,                 0.4131,                0.24981,                  1.178,                0.82669,                0.90038,               0.005842,               0.005842,               0.005842
                     87,                 1.1763,                0.76618,                0.90392,                0.51893,                0.40348,                0.41425,                0.25071,                 1.1781,                0.82734,                0.90053,              0.0057925,              0.0057925,              0.0057925
                     88,                 1.1693,                0.76283,                0.90253,                0.51723,                0.40326,                0.41495,                0.25122,                 1.1771,                0.82834,                0.90074,               0.005743,               0.005743,               0.005743
                     89,                 1.1728,                0.76288,                0.90308,                0.51837,                 0.4062,                0.41726,                0.25319,                 1.1757,                0.82436,                0.89993,              0.0056935,              0.0056935,              0.0056935
                     90,                 1.1704,                0.76408,                0.90244,                0.51796,                 0.4063,                0.41701,                0.25246,                 1.1753,                0.82269,                0.90012,               0.005644,               0.005644,               0.005644
                     91,                 1.1624,                0.75471,                0.90211,                0.51582,                0.40564,                0.41692,                0.25248,                 1.1738,                0.82254,                0.89916,              0.0055945,              0.0055945,              0.0055945
                     92,                 1.1636,                0.75336,                0.90218,                0.51135,                0.41138,                0.41892,                 0.2539,                 1.1746,                0.82125,                  0.899,               0.005545,               0.005545,               0.005545
                     93,                  1.163,                 0.7517,                 0.9021,                0.52197,                0.40222,                0.41703,                0.25273,                  1.174,                0.82434,                0.89974,              0.0054955,              0.0054955,              0.0054955
